X,y
7283,-0.266492945
7288,-0.256705224
7293,-0.271386806
7300,-0.266492945
7306,-0.295856108
7311,-0.315367993
7316,-0.295856108
7321,-0.305643829
7326,-0.290962247
7333,-0.330049574
7339,-0.315367993
7344,-0.344731155
7349,-0.310474132
7359,-0.344731155
7364,-0.349625016
7371,-0.344731155
7376,-0.330049574
7381,-0.369200458
7386,-0.374094318
7391,-0.359412737
7398,-0.349625016
7403,-0.369200458
7408,-0.354518876
7413,-0.369200458
7418,-0.364306597
7423,-0.383882039
7431,-0.374094318
7436,-0.378988178
7441,-0.398500064
7451,-0.408287784
7458,-0.432757087
7463,-0.418075505
7468,-0.427863226
7473,-0.432757087
7478,-0.418075505
7483,-0.408287784
7488,-0.413181645
7494,-0.442544807
7499,-0.432757087
7504,-0.442544807
7509,-0.452332528
7514,-0.422969366
7519,-0.452332528
7525,-0.471844413
7535,-0.476738274
7540,-0.46701411
7545,-0.452332528
7550,-0.491419855
7555,-0.496313716
7561,-0.471844413
7566,-0.496313716
7571,-0.462120249
7576,-0.471844413
7581,-0.501207576
7586,-0.515889157
7591,-0.510995297
7597,-0.515889157
7612,-0.530570739
7614,-0.515889157
7620,-0.535464599
7625,-0.515889157
7630,-0.520783018
7635,-0.515889157
7640,-0.520783018
7645,-0.506101436
7651,-0.510995297
7656,-0.515889157
7661,-0.54525232
7666,-0.520783018
7671,-0.550082624
7676,-0.520783018
7681,-0.559870344
7687,-0.569658065
7692,-0.550082624
7697,-0.540358459
7702,-0.574551926
7707,-0.579445786
7712,-0.554976484
7718,-0.584339647
7723,-0.54525232
7728,-0.589233507
7738,-0.554976484
7743,-0.584339647
7749,-0.559870344
7754,-0.569658065
7764,-0.579445786
7769,-0.564764205
7774,-0.574551926
7780,-0.608808949
7785,-0.584339647
7797,-0.603915088
7803,-0.599021228
7808,-0.62349053
7813,-0.608808949
7818,-0.62349053
7823,-0.62838439
7828,-0.633214694
7834,-0.599021228
7839,-0.643002415
7844,-0.599021228
7849,-0.62349053
7854,-0.647896276
7859,-0.638108555
7865,-0.608808949
7870,-0.61859667
7875,-0.62838439
7885,-0.652790136
7890,-0.662577857
7895,-0.62838439
7901,-0.657683996
7906,-0.643002415
7911,-0.667471717
7921,-0.647896276
7927,-0.643002415
7932,-0.638108555
7937,-0.667471717
7942,-0.647896276
7947,-0.672365578
7952,-0.652790136
7957,-0.667471717
7963,-0.657683996
7968,-0.677259438
7973,-0.652790136
7981,-0.667471717
7986,-0.687047159
7996,-0.69683488
8001,-0.662577857
8007,-0.69683488
8012,-0.70172874
8017,-0.706622601
8027,-0.711452905
8032,-0.70172874
8037,-0.687047159
8043,-0.69683488
8048,-0.70172874
8053,-0.706622601
8058,-0.687047159
8063,-0.69683488
8068,-0.721240625
8074,-0.706622601
8079,-0.69683488
8084,-0.70172874
8089,-0.691941019
8094,-0.687047159
8100,-0.70172874
8105,-0.735922207
8110,-0.740816067
8115,-0.726134486
8120,-0.721240625
8125,-0.745709928
8131,-0.735922207
8136,-0.706622601
8141,-0.745709928
8146,-0.726134486
8151,-0.721240625
8156,-0.740816067
8164,-0.755497648
8169,-0.716346765
8174,-0.755497648
8180,-0.750603788
8195,-0.745709928
8200,-0.755497648
8205,-0.735922207
8211,-0.760391509
8216,-0.77017923
8221,-0.765285369
8226,-0.77017923
8231,-0.731028346
8237,-0.77017923
8242,-0.760391509
8247,-0.750603788
8252,-0.77507309
8257,-0.755497648
8262,-0.735922207
8267,-0.745709928
8273,-0.750603788
8278,-0.745709928
8283,-0.750603788
8288,-0.760391509
8293,-0.745709928
8299,-0.750603788
8304,-0.789754671
8309,-0.750603788
8314,-0.77507309
8319,-0.77017923
8324,-0.799478836
8329,-0.779966951
8335,-0.77507309
8340,-0.794584975
8348,-0.789754671
8353,-0.799478836
8363,-0.794584975
8373,-0.799478836
8379,-0.814160417
8384,-0.789754671
8389,-0.779966951
8394,-0.784860811
8399,-0.809266557
8405,-0.794584975
8410,-0.784860811
8415,-0.799478836
8420,-0.794584975
8430,-0.799478836
8436,-0.809266557
8441,-0.789754671
8446,-0.799478836
8451,-0.828841998
8456,-0.789754671
8462,-0.819054277
8467,-0.789754671
8472,-0.799478836
8477,-0.819054277
8482,-0.833735859
8488,-0.814160417
8498,-0.804372696
8503,-0.833735859
8508,-0.809266557
8513,-0.828841998
8524,-0.809266557
8532,-0.814160417
8537,-0.809266557
8547,-0.819054277
8552,-0.838629719
8557,-0.84352358
8563,-0.809266557
8568,-0.828841998
8573,-0.823948138
8578,-0.84841744
8583,-0.833735859
8589,-0.838629719
8594,-0.833735859
8599,-0.84352358
8604,-0.819054277
8609,-0.8533113
8614,-0.84352358
8620,-0.863099021
8625,-0.858205161
8630,-0.823948138
8635,-0.84841744
8640,-0.823948138
8645,-0.838629719
8651,-0.8533113
8656,-0.828841998
8661,-0.863099021
8666,-0.858205161
8671,-0.84841744
8676,-0.872823185
8692,-0.838629719
8697,-0.84352358
8698,-0.867992882
8703,-0.838629719
8707,-0.877717046
8715,-0.867992882
8726,-0.877717046
8736,-0.882610906
8741,-0.872823185
8746,-0.84841744
8751,-0.838629719
8757,-0.84352358
8762,-0.872823185
8767,-0.882610906
8772,-0.867992882
8777,-0.858205161
8783,-0.877717046
8788,-0.872823185
8793,-0.887504767
8798,-0.872823185
8803,-0.8533113
8808,-0.877717046
8813,-0.858205161
8819,-0.892398627
8824,-0.887504767
8829,-0.897292488
8834,-0.872823185
8840,-0.863099021
8845,-0.887504767
8850,-0.897292488
8854,-0.872823185
8860,-0.867992882
8876,-0.877717046
8881,-0.887504767
8886,-0.902186348
8891,-0.907080208
8899,-0.867992882
8904,-0.882610906
8910,-0.907080208
8915,-0.877717046
8920,-0.882610906
8935,-0.911974069
8941,-0.887504767
8946,-0.877717046
8951,-0.902186348
8961,-0.882610906
8967,-0.897292488
8972,-0.902186348
8977,-0.907080208
8982,-0.892398627
8987,-0.907080208
8992,-0.887504767
8998,-0.897292488
9003,-0.907080208
9008,-0.887504767
9013,-0.902186348
9018,-0.897292488
9024,-0.92176179
9029,-0.902186348
9034,-0.911974069
9039,-0.931549511
9044,-0.887504767
9049,-0.931549511
9067,-0.92665565
9068,-0.897292488
9070,-0.911974069
9075,-0.931549511
9083,-0.936443371
9088,-0.92665565
9094,-0.902186348
9099,-0.941337231
9104,-0.92665565
9105,-0.902186348
9109,-0.911974069
9114,-0.92665565
9130,-0.916867929
9135,-0.907080208
9140,-0.92176179
9146,-0.916867929
9151,-0.92665565
9156,-0.92176179
9166,-0.916867929
9171,-0.92665565
9177,-0.907080208
9182,-0.941337231
9187,-0.911974069
9192,-0.916867929
9197,-0.907080208
9203,-0.951124952
9208,-0.931549511
9213,-0.941337231
9218,-0.951124952
9223,-0.916867929
9234,-0.946231092
9239,-0.936443371
9244,-0.955955256
9249,-0.951124952
9255,-0.92176179
9260,-0.916867929
9267,-0.936443371
9273,-0.941337231
9278,-0.931549511
9283,-0.951124952
9288,-0.941337231
9293,-0.946231092
9299,-0.960849117
9304,-0.92665565
9308,-0.951124952
9309,-0.931549511
9314,-0.965742977
9319,-0.951124952
9325,-0.955955256
9335,-0.970636837
9340,-0.92665565
9345,-0.931549511
9350,-0.951124952
9356,-0.936443371
9361,-0.960849117
9366,-0.941337231
9371,-0.965742977
9377,-0.946231092
9382,-0.951124952
9387,-0.970636837
9392,-0.965742977
9397,-0.970636837
9402,-0.941337231
9408,-0.965742977
9413,-0.941337231
9418,-0.970636837
9423,-0.951124952
9429,-0.941337231
9434,-0.960849117
9439,-0.970636837
9444,-0.951124952
9452,-0.965742977
9457,-0.975530698
9462,-0.946231092
9467,-0.980424558
9473,-0.970636837
9478,-0.980424558
9483,-0.975530698
9494,-0.985318419
9499,-0.951124952
9504,-0.946231092
9509,-0.951124952
9515,-0.980424558
9525,-0.951124952
9530,-0.955955256
9535,-0.980424558
9546,-0.951124952
9551,-0.955955256
9556,-0.99510614
9561,-0.990212279
9566,-0.955955256
9572,-0.960849117
9577,-0.990212279
9582,-0.970636837
9587,-0.951124952
9592,-0.990212279
9598,-0.985318419
9603,-0.975530698
9608,-0.985318419
9613,-0.980424558
9618,-0.990212279
9629,-0.985318419
9637,-0.975530698
9642,-0.99510614
9647,-0.970636837
9652,-0.990212279
9657,-0.985318419
9668,-0.965742977
9673,-1.0
9678,-0.965742977
9683,-0.99510614
