X,y
1362,0.437650947
1366,0.506101436
1370,0.442544807
1373,0.447438668
1376,0.491483412
1379,0.506101436
1383,0.422969366
1386,0.491483412
1389,0.432757087
1393,0.46701411
1397,0.462120249
1401,0.501207576
1405,0.452332528
1409,0.462120249
1417,0.457226389
1424,0.486589551
1427,0.462120249
1435,0.496377272
1439,0.462120249
1443,0.515889157
1447,0.47190797
1450,0.496377272
1454,0.506101436
1458,0.462120249
1461,0.46701411
1465,0.510995297
1469,0.491483412
1473,0.47190797
1477,0.540358459
1481,0.47680183
1489,0.491483412
1492,0.481695691
1495,0.515889157
1499,0.510995297
1503,0.515889157
1506,0.447438668
1509,0.491483412
1513,0.432757087
1517,0.452332528
1521,0.520783018
1524,0.47680183
1529,0.462120249
1532,0.491483412
1536,0.501207576
1540,0.520783018
1543,0.496377272
1547,0.515889157
1550,0.491483412
1552,0.525676878
1559,0.496377272
1563,0.457226389
1566,0.481695691
1570,0.47190797
1574,0.486589551
1578,0.462120249
1581,0.47680183
1585,0.506101436
1589,0.510995297
1593,0.540358459
1597,0.55014618
1600,0.520783018
1604,0.413245201
1607,0.457226389
1610,0.422969366
1613,0.510995297
1617,0.457226389
1620,0.47190797
1623,0.46701411
1626,0.506101436
1629,0.54525232
1632,0.501207576
1635,0.506101436
1639,0.481695691
1643,0.496377272
1647,0.452332528
1650,0.481695691
1653,0.47680183
1657,0.437650947
1660,0.481695691
1663,0.442544807
1667,0.515889157
1670,0.462120249
1673,0.481695691
1676,0.530570739
1679,0.462120249
1682,0.481695691
1685,0.530570739
1688,0.496377272
1691,0.555040041
1694,0.506101436
1698,0.510995297
1702,0.525676878
1706,0.47680183
1710,0.515889157
1714,0.47190797
1716,0.515889157
1717,0.496377272
1720,0.520783018
1723,0.515889157
1726,0.432757087
1729,0.540358459
1732,0.559933901
1735,0.47680183
1738,0.525676878
1742,0.555040041
1746,0.447438668
1749,0.506101436
1753,0.486589551
1756,0.555040041
1760,0.501207576
1768,0.486589551
1772,0.47680183
1776,0.496377272
1780,0.55014618
1783,0.486589551
1787,0.46701411
1791,0.491483412
1794,0.55014618
1797,0.54525232
1800,0.535464599
1803,0.481695691
1806,0.501207576
1809,0.520783018
1812,0.47680183
1816,0.54525232
1820,0.452332528
1823,0.47190797
1826,0.559933901
1832,0.510995297
1835,0.481695691
1838,0.530570739
1844,0.46701411
1847,0.55014618
1850,0.530570739
1853,0.47680183
1856,0.540358459
1859,0.486589551
1862,0.54525232
1865,0.481695691
1868,0.486589551
1871,0.569721622
1874,0.47190797
1878,0.515889157
1882,0.540358459
1885,0.486589551
1888,0.481695691
1894,0.559933901
1898,0.515889157
1901,0.447438668
1904,0.530570739
1907,0.501207576
1910,0.481695691
1917,0.510995297
1920,0.506101436
1925,0.579509343
1929,0.496377272
1932,0.54525232
1936,0.564827762
1942,0.530570739
1946,0.589233507
1950,0.486589551
1953,0.579509343
1956,0.540358459
1959,0.54525232
1963,0.530570739
1967,0.481695691
1971,0.510995297
1975,0.47680183
1979,0.555040041
1982,0.515889157
1986,0.535464599
1990,0.46701411
1993,0.501207576
1997,0.457226389
2000,0.496377272
2003,0.510995297
2007,0.491483412
2011,0.559933901
2015,0.564827762
2019,0.525676878
2023,0.496377272
2027,0.515889157
2030,0.491483412
2033,0.525676878
2037,0.47680183
2041,0.501207576
2044,0.574615482
2047,0.501207576
2050,0.506101436
2053,0.496377272
2056,0.481695691
2060,0.599021228
2063,0.559933901
2066,0.564827762
2069,0.525676878
2072,0.462120249
2075,0.481695691
2078,0.486589551
2081,0.530570739
2084,0.564827762
2088,0.47680183
2092,0.491483412
2096,0.569721622
2100,0.55014618
2103,0.491483412
2107,0.55014618
2110,0.520783018
2113,0.530570739
2116,0.515889157
2121,0.608808949
2124,0.569721622
2128,0.540358459
2132,0.530570739
2136,0.510995297
2140,0.579509343
2144,0.530570739
2148,0.506101436
2152,0.55014618
2155,0.603915088
2159,0.515889157
2162,0.530570739
2165,0.555040041
2169,0.54525232
2172,0.525676878
2175,0.520783018
2178,0.555040041
2181,0.564827762
2187,0.515889157
2190,0.555040041
2193,0.54525232
2196,0.520783018
2199,0.54525232
2202,0.55014618
2205,0.608808949
2208,0.603915088
2211,0.55014618
2214,0.603915088
2217,0.540358459
2219,0.530570739
2222,0.555040041
2225,0.535464599
2228,0.54525232
2231,0.603915088
2234,0.589233507
2239,0.501207576
2242,0.55014618
2245,0.584339647
2247,0.579509343
2250,0.569721622
2253,0.515889157
2256,0.540358459
2259,0.579509343
2262,0.574615482
2265,0.589233507
2268,0.530570739
2271,0.525676878
2274,0.501207576
2277,0.589233507
2280,0.530570739
2283,0.584339647
2286,0.54525232
2289,0.535464599
2292,0.55014618
2295,0.603915088
2298,0.559933901
2303,0.594127367
2306,0.579509343
2309,0.589233507
2312,0.530570739
2315,0.574615482
2318,0.594127367
2321,0.506101436
2324,0.520783018
2327,0.555040041
2330,0.599021228
2333,0.506101436
2336,0.594127367
2339,0.54525232
2342,0.569721622
2345,0.535464599
2348,0.599021228
2351,0.54525232
2354,0.555040041
2357,0.515889157
2360,0.584339647
2363,0.54525232
2366,0.564827762
2369,0.569721622
2372,0.535464599
2375,0.574615482
2378,0.555040041
2381,0.530570739
2384,0.61859667
2387,0.510995297
2390,0.599021228
2393,0.530570739
2396,0.594127367
2399,0.54525232
2402,0.603915088
2405,0.559933901
2408,0.579509343
2411,0.520783018
2414,0.603915088
2417,0.530570739
2420,0.594127367
2423,0.55014618
2426,0.569721622
2429,0.574615482
2432,0.559933901
2435,0.584339647
2438,0.54525232
2441,0.599021228
2444,0.540358459
2447,0.599021228
2450,0.530570739
2453,0.62838439
2456,0.559933901
2459,0.535464599
2462,0.633278251
2465,0.579509343
2468,0.559933901
2471,0.564827762
2474,0.599021228
2477,0.603915088
2480,0.559933901
2483,0.574615482
2487,0.599021228
2490,0.555040041
2493,0.62838439
2496,0.501207576
2499,0.62349053
2502,0.574615482
2505,0.55014618
2508,0.589233507
2511,0.564827762
2514,0.643065972
2517,0.599021228
2520,0.589233507
2523,0.633278251
2526,0.54525232
2529,0.55014618
2532,0.594127367
2535,0.589233507
2539,0.574615482
2542,0.643065972
2545,0.559933901
2548,0.564827762
2551,0.589233507
2554,0.62349053
2557,0.555040041
2560,0.515889157
2563,0.584339647
2566,0.599021228
2569,0.569721622
2572,0.574615482
2575,0.62349053
2578,0.61859667
2581,0.62838439
2587,0.638172111
2590,0.633278251
2593,0.55014618
2596,0.574615482
2599,0.589233507
2602,0.540358459
2605,0.603915088
2608,0.613702809
2611,0.633278251
2614,0.584339647
2617,0.520783018
2620,0.569721622
2623,0.603915088
2626,0.61859667
2629,0.579509343
2632,0.54525232
2638,0.564827762
2641,0.555040041
2644,0.574615482
2647,0.589233507
2650,0.54525232
2653,0.559933901
2656,0.564827762
2659,0.574615482
2662,0.62349053
2667,0.61859667
2670,0.652853693
2676,0.603915088
2682,0.569721622
2685,0.535464599
2688,0.55014618
2691,0.555040041
2697,0.589233507
2700,0.608808949
2703,0.672365578
2706,0.599021228
2709,0.61859667
2712,0.613702809
2715,0.559933901
2719,0.608808949
2722,0.564827762
2725,0.603915088
2728,0.62349053
2731,0.613702809
2734,0.599021228
2737,0.62349053
2740,0.589233507
2743,0.599021228
2746,0.584339647
2750,0.643065972
2755,0.569721622
2759,0.599021228
2764,0.520783018
2769,0.589233507
2774,0.667471717
2779,0.603915088
2784,0.652853693
2789,0.54525232
2795,0.643065972
2799,0.564827762
2804,0.579509343
2809,0.559933901
2815,0.603915088
2822,0.574615482
2828,0.613702809
2833,0.540358459
2838,0.555040041
2843,0.613702809
2850,0.62838439
2855,0.638172111
2860,0.643065972
2866,0.599021228
2871,0.672365578
2877,0.603915088
2883,0.559933901
2888,0.594127367
2893,0.584339647
2898,0.657747553
2903,0.677259438
2908,0.559933901
2913,0.61859667
2918,0.594127367
2923,0.555040041
2933,0.61859667
2938,0.672365578
2943,0.574615482
2948,0.589233507
2954,0.667471717
2959,0.579509343
2964,0.608808949
2969,0.613702809
2974,0.608808949
2980,0.603915088
2985,0.594127367
2996,0.603915088
3002,0.638172111
3008,0.667471717
3014,0.672365578
3020,0.667471717
3026,0.647959832
3034,0.657747553
3040,0.61859667
3045,0.682153299
3051,0.647959832
3052,0.569721622
3056,0.633278251
3062,0.657747553
3068,0.638172111
3073,0.564827762
3078,0.61859667
3083,0.652853693
3089,0.69683488
3095,0.574615482
3101,0.677259438
3107,0.594127367
3113,0.647959832
3119,0.682153299
3131,0.599021228
3135,0.667471717
3136,0.662577857
3142,0.667471717
3149,0.589233507
3153,0.682153299
3159,0.667471717
3165,0.657747553
3171,0.61859667
3177,0.672365578
3183,0.657747553
3189,0.62349053
3195,0.652853693
3206,0.667471717
3212,0.672365578
3220,0.62349053
3226,0.662577857
3231,0.638172111
3237,0.647959832
3242,0.662577857
3248,0.667471717
3254,0.638172111
3260,0.589233507
3266,0.652853693
3271,0.62349053
3277,0.667471717
3283,0.643065972
3289,0.599021228
3294,0.667471717
3300,0.613702809
3305,0.687047159
3317,0.613702809
3322,0.667471717
3328,0.584339647
3330,0.677259438
3334,0.682153299
3340,0.677259438
3347,0.62349053
3351,0.613702809
3355,0.711516461
3359,0.647959832
3364,0.599021228
3368,0.62349053
3372,0.657747553
3376,0.706622601
3380,0.643065972
3384,0.706622601
3388,0.608808949
3392,0.677259438
3396,0.643065972
3403,0.657747553
3406,0.682153299
3409,0.667471717
3413,0.62838439
3421,0.608808949
3424,0.70172874
3428,0.691941019
3433,0.687047159
3437,0.711516461
3441,0.643065972
3445,0.662577857
3449,0.70172874
3453,0.62349053
3456,0.687047159
3461,0.613702809
3465,0.647959832
3469,0.687047159
3473,0.647959832
3494,0.706622601
3499,0.691941019
3511,0.716410322
3517,0.633278251
3523,0.643065972
3529,0.608808949
3534,0.691941019
3540,0.638172111
3546,0.69683488
3552,0.657747553
3558,0.745709928
3564,0.672365578
3570,0.745709928
3576,0.716410322
3584,0.667471717
3590,0.716410322
3596,0.735985763
3602,0.657747553
3608,0.662577857
3613,0.647959832
3618,0.691941019
3624,0.633278251
3630,0.69683488
3636,0.61859667
3642,0.691941019
3647,0.643065972
3653,0.633278251
3660,0.691941019
3665,0.643065972
3671,0.687047159
3677,0.731091903
3683,0.740879624
3688,0.677259438
3700,0.716410322
3706,0.726198042
3712,0.652853693
3718,0.745709928
3724,0.687047159
3730,0.672365578
3736,0.716410322
3742,0.70172874
3747,0.691941019
3750,0.731091903
3753,0.69683488
3759,0.691941019
3767,0.687047159
3773,0.69683488
3784,0.755497648
3786,0.687047159
3792,0.750603788
3798,0.647959832
3803,0.69683488
3808,0.745709928
3814,0.672365578
3820,0.687047159
3826,0.672365578
3832,0.726198042
3838,0.706622601
3843,0.735985763
3849,0.69683488
3855,0.672365578
3861,0.677259438
3866,0.682153299
3872,0.716410322
3890,0.682153299
3903,0.691941019
3909,0.735985763
3914,0.682153299
3920,0.711516461
3926,0.706622601
3932,0.745709928
3938,0.755497648
3944,0.745709928
3952,0.750603788
3958,0.745709928
3964,0.750603788
3970,0.726198042
3976,0.721304182
3982,0.735985763
3988,0.721304182
4000,0.750603788
4006,0.745709928
4012,0.731091903
4019,0.760391509
4025,0.726198042
4031,0.755497648
4037,0.706622601
4043,0.77507309
4049,0.721304182
4055,0.682153299
4061,0.706622601
4067,0.716410322
4073,0.731091903
4079,0.740879624
4084,0.760391509
4089,0.740879624
4095,0.731091903
4101,0.721304182
4107,0.731091903
4113,0.750603788
4119,0.721304182
4125,0.765285369
4133,0.77017923
4138,0.682153299
4143,0.794648532
4149,0.672365578
4155,0.716410322
4161,0.657747553
4167,0.711516461
4172,0.691941019
4178,0.667471717
4183,0.755497648
4188,0.760391509
4196,0.711516461
4203,0.726198042
4210,0.755497648
4215,0.735985763
4221,0.726198042
4227,0.77017923
4233,0.721304182
4239,0.711516461
4244,0.726198042
4250,0.765285369
4256,0.721304182
4263,0.711516461
4270,0.726198042
4276,0.760391509
4287,0.726198042
4292,0.691941019
4297,0.716410322
4302,0.726198042
4307,0.77507309
4312,0.77017923
4319,0.784860811
4324,0.804436253
4329,0.706622601
4334,0.750603788
4339,0.794648532
4344,0.735985763
4349,0.740879624
4354,0.784860811
4359,0.711516461
4364,0.77017923
4369,0.779966951
4374,0.750603788
4379,0.706622601
4385,0.745709928
4390,0.779966951
4395,0.721304182
4400,0.691941019
4405,0.721304182
4410,0.750603788
4415,0.77017923
4420,0.784860811
4425,0.755497648
4430,0.760391509
4435,0.755497648
4440,0.745709928
4445,0.726198042
4450,0.69683488
4455,0.819117834
4460,0.745709928
4465,0.809330113
4470,0.711516461
4475,0.691941019
4480,0.755497648
4486,0.77017923
4491,0.814223974
4498,0.731091903
4503,0.77017923
4508,0.833735859
4513,0.765285369
4518,0.804436253
4523,0.789754671
4528,0.735985763
4533,0.794648532
4538,0.809330113
4543,0.794648532
4544,0.716410322
4548,0.819117834
4553,0.804436253
4559,0.750603788
4564,0.755497648
4569,0.84352358
4574,0.77017923
4579,0.794648532
4584,0.745709928
4589,0.789754671
4594,0.809330113
4599,0.784860811
4604,0.799542392
4609,0.77507309
4615,0.784860811
4625,0.721304182
4630,0.804436253
4635,0.735985763
4641,0.784860811
4646,0.745709928
4651,0.819117834
4656,0.765285369
4661,0.740879624
4666,0.750603788
4671,0.789754671
4676,0.838629719
4683,0.809330113
4688,0.77017923
4693,0.784860811
4698,0.823948138
4703,0.77017923
4708,0.799542392
4713,0.789754671
4718,0.799542392
4728,0.823948138
4733,0.809330113
4744,0.765285369
4749,0.77017923
4754,0.77507309
4759,0.838629719
4764,0.804436253
4769,0.765285369
4774,0.809330113
4779,0.77507309
4784,0.814223974
4789,0.755497648
4794,0.814223974
4799,0.765285369
4804,0.823948138
4809,0.735985763
4814,0.799542392
4819,0.77017923
4824,0.789754671
4829,0.77507309
4839,0.823948138
4844,0.755497648
4849,0.77017923
4855,0.819117834
4860,0.833735859
4867,0.731091903
4872,0.804436253
4877,0.789754671
4882,0.833735859
4887,0.779966951
4892,0.819117834
4897,0.838629719
4902,0.779966951
4907,0.814223974
4912,0.77507309
4917,0.731091903
4922,0.77507309
4928,0.760391509
4933,0.823948138
4938,0.755497648
4943,0.760391509
4948,0.745709928
4953,0.779966951
4958,0.828841998
4963,0.84841744
4968,0.8533113
4973,0.84841744
4978,0.84352358
4983,0.838629719
4989,0.833735859
4994,0.84352358
4999,0.804436253
5004,0.84841744
5009,0.858205161
5014,0.819117834
5019,0.863099021
5024,0.784860811
5029,0.8533113
5034,0.779966951
5039,0.794648532
5044,0.823948138
5051,0.84352358
5056,0.794648532
5061,0.760391509
5066,0.882674463
5072,0.823948138
5077,0.863099021
5082,0.760391509
5087,0.77507309
5092,0.8533113
5097,0.882674463
5102,0.77017923
5107,0.804436253
5112,0.823948138
5117,0.84352358
5122,0.760391509
5127,0.882674463
5132,0.779966951
5137,0.804436253
5142,0.838629719
5148,0.814223974
5153,0.833735859
5158,0.863099021
5163,0.828841998
5168,0.814223974
5173,0.750603788
5182,0.789754671
5186,0.84352358
5190,0.892462184
5194,0.789754671
5197,0.814223974
5201,0.823948138
5206,0.84352358
5210,0.877780603
5214,0.858205161
5218,0.789754671
5222,0.779966951
5226,0.84841744
5230,0.809330113
5236,0.814223974
5240,0.779966951
5245,0.794648532
5249,0.872886742
5253,0.867992882
5257,0.872886742
5261,0.823948138
5265,0.794648532
5272,0.858205161
5276,0.799542392
5279,0.863099021
5283,0.823948138
5287,0.804436253
5295,0.819117834
5299,0.887568323
5303,0.828841998
5307,0.794648532
5310,0.867992882
5314,0.872886742
5318,0.867992882
5322,0.877780603
5326,0.809330113
5329,0.858205161
5333,0.838629719
5337,0.828841998
5340,0.858205161
5345,0.882674463
5348,0.814223974
5352,0.823948138
5355,0.84841744
5359,0.804436253
5363,0.799542392
5366,0.8533113
5370,0.882674463
5374,0.799542392
5378,0.804436253
5382,0.8533113
5386,0.887568323
5390,0.799542392
5394,0.819117834
5398,0.838629719
5402,0.863099021
5407,0.838629719
5411,0.823948138
5416,0.814223974
5420,0.872886742
5423,0.814223974
5427,0.804436253
5431,0.867992882
5436,0.794648532
5439,0.902249905
5443,0.911974069
5447,0.858205161
5451,0.892462184
5455,0.77507309
5459,0.907080208
5463,0.838629719
5468,0.902249905
5472,0.823948138
5476,0.804436253
5480,0.863099021
5484,0.84841744
5488,0.789754671
5491,0.804436253
5496,0.867992882
5500,0.858205161
5504,0.84841744
5508,0.892462184
5512,0.823948138
5516,0.867992882
5520,0.809330113
5525,0.897356044
5530,0.872886742
5540,0.892462184
5545,0.897356044
5550,0.804436253
5555,0.838629719
5560,0.84352358
5565,0.84841744
5571,0.858205161
5576,0.887568323
5581,0.8533113
5591,0.814223974
5599,0.916867929
5604,0.882674463
5609,0.838629719
5614,0.877780603
5619,0.872886742
5624,0.838629719
5629,0.882674463
5630,0.833735859
5634,0.887568323
5639,0.92176179
5644,0.916867929
5649,0.882674463
5655,0.907080208
5660,0.882674463
5665,0.892462184
5670,0.902249905
5675,0.907080208
5680,0.892462184
5685,0.858205161
5690,0.907080208
5695,0.882674463
5700,0.907080208
5706,0.833735859
5712,0.84841744
5717,0.882674463
5722,0.892462184
5732,0.907080208
5737,0.872886742
5742,0.867992882
5747,0.931549511
5752,0.92665565
5757,0.833735859
5768,0.882674463
5773,0.877780603
5780,0.838629719
5785,0.867992882
5790,0.882674463
5795,0.897356044
5800,0.902249905
5805,0.907080208
5810,0.902249905
5816,0.916867929
5821,0.863099021
5827,0.867992882
5832,0.858205161
5837,0.916867929
5842,0.907080208
5847,0.936443371
5852,0.819117834
5857,0.863099021
5862,0.84352358
5867,0.809330113
5873,0.892462184
5878,0.867992882
5883,0.92665565
5888,0.8533113
5893,0.916867929
5898,0.946231092
5903,0.931549511
5908,0.92665565
5919,0.819117834
5924,0.84841744
5925,0.92176179
5934,0.8533113
5940,0.858205161
5946,0.931549511
5952,0.872886742
5957,0.897356044
5965,0.863099021
5970,0.887568323
5975,0.892462184
5980,0.902249905
5985,0.897356044
5990,0.907080208
5996,0.897356044
6001,0.84841744
6002,0.897356044
6007,0.916867929
6013,0.882674463
6018,0.92176179
6023,0.965806534
6028,0.907080208
6038,0.931549511
6043,0.84841744
6048,0.872886742
6059,0.916867929
6066,0.92176179
6072,0.882674463
6077,0.960912673
6082,0.892462184
6088,0.838629719
6093,0.956018813
6104,0.911974069
6110,0.872886742
6117,0.867992882
6123,0.916867929
6129,0.980488115
6135,0.858205161
6141,0.911974069
6149,0.84352358
6155,0.956018813
6161,0.980488115
6167,0.877780603
6173,0.92665565
6179,0.956018813
6186,0.916867929
6191,0.956018813
6196,0.960912673
6201,0.911974069
6207,0.92665565
6213,0.867992882
6219,0.877780603
6225,0.907080208
6231,0.941337231
6238,0.863099021
6243,0.882674463
6248,0.907080208
6254,0.867992882
6260,0.92665565
6266,0.877780603
6272,0.941337231
6279,0.897356044
6285,0.872886742
6290,0.902249905
6295,0.863099021
6301,0.941337231
6306,0.867992882
6312,0.897356044
6318,0.911974069
6325,0.892462184
6333,0.911974069
6339,0.92665565
6345,0.960912673
6351,0.872886742
6357,0.863099021
6364,0.99510614
6370,0.892462184
6376,0.911974069
6388,0.92665565
6394,0.911974069
6400,0.882674463
6405,0.936443371
6411,0.92176179
6418,0.951124952
6424,0.956018813
6430,0.882674463
6436,0.965806534
6442,0.946231092
6448,0.892462184
6454,0.92176179
6460,0.907080208
6467,0.975594254
6472,0.907080208
6473,0.902249905
6479,0.970700394
6485,0.960912673
6491,0.897356044
6498,0.975594254
6504,1.0
6510,0.911974069
6518,0.907080208
6524,0.980488115
6530,1.0
6535,0.92665565
6542,0.980488115
6548,0.941337231
6554,0.931549511
6560,0.936443371
6566,0.907080208
6571,0.897356044
6577,0.911974069
6583,0.985318419
6590,0.941337231
6595,0.951124952
6601,0.92176179
6607,0.911974069
6612,0.931549511
6618,0.990212279
6624,0.970700394
6630,0.907080208
6637,0.941337231
6643,0.907080208
6649,0.990212279
6655,0.941337231
6660,0.877780603
6666,0.823948138
6672,0.804436253
6678,0.784860811
6685,0.750603788
6691,0.721304182
6697,0.70172874
6705,0.706622601
6710,0.662577857
6715,0.643065972
6722,0.613702809
6727,0.599021228
6732,0.589233507
6738,0.569721622
6745,0.584339647
6751,0.569721622
6756,0.520783018
6762,0.535464599
6767,0.506101436
6773,0.510995297
6779,0.46701411
6786,0.447438668
6792,0.437650947
6798,0.427863226
6804,0.422969366
6809,0.388775899
6815,0.39366976
6821,0.364306597
6827,0.354518876
6833,0.374094318
6839,0.344731155
6845,0.330113131
6851,0.335006991
6856,0.310537689
6862,0.281174527
6867,0.290962247
6882,0.266492945
6888,0.261599085
6894,0.227405618
6900,0.202936316
6907,0.207830177
6912,0.217617898
6917,0.212724037
6923,0.158955129
6929,0.178467014
6934,0.149167408
6940,0.158955129
6947,0.119804246
6953,0.144273548
6959,0.105122664
6965,0.09050464
6972,0.100228804
6978,0.075823058
6984,0.0953985
6989,0.075823058
6994,0.066035337
6997,0.085610779
7001,0.051353756
7004,0.070929198
7009,0.031778314
7017,0.056247617
7020,0.012266429
7025,0.007372569
7031,0.026884454
7037,0.002478709
7043,0.017096733
7049,-0.026884454
7056,-0.031778314
7064,-0.046459896
7070,-0.031778314
7075,-0.026884454
7082,-0.070865641
7088,-0.075759502
7094,-0.070865641
7100,-0.061141477
7106,-0.065971781
7112,-0.100228804
7118,-0.080653362
7125,-0.095334943
7131,-0.110016525
7137,-0.144273548
7143,-0.114910385
7149,-0.124698106
7156,-0.163785433
7162,-0.149103852
7168,-0.163785433
7174,-0.158891572
7186,-0.188254735
7192,-0.173573154
7198,-0.198042456
7204,-0.202936316
7209,-0.217617898
7215,-0.188254735
7221,-0.193148595
7226,-0.237129783
7232,-0.232235922
7239,-0.222511758
7247,-0.232235922
7258,-0.227342062
7265,-0.232235922
7271,-0.261599085
7277,-0.286068387
